discountID,code,type
KClF7118-LyacoN,LDyw8806-JACyZZ,percentage
epeK0921-OSNqzR,jNma6632-KDWlXj,percentage
DTuW6477-DqOPUl,GCMR8309-SUFoUD,percentage
ByBB2960-qdhiuS,WPCU0923-DRwJSJ,percentage
CkkP9942-xCYAzk,fogO2076-JGSpTq,percentage
ofaX6291-AWzAmH,xZeN4392-DvbBzE,percentage
oNhs5032-eeeEaQ,FuNR9021-lbRcEx,percentage
FgAf6884-OzPPvx,YPtP9246-xJpanH,percentage
nyir6409-QIWCTF,SMpS5577-qepUrE,percentage
dTuq6436-EPuVFP,LBqG0932-GhJLEo,percentage
zAkv4455-QBrKuS,KSjz4790-KatYUO,percentage
dZIw0568-BkveEY,srnG0014-gyMsfW,percentage
hdDP8514-HdUzzI,FeaN4044-YuPsNT,percentage
IMBN5555-baZzZI,WdQl3459-DBkmiq,percentage
NJMa6126-aJKeEZ,uWAu4463-ssIoBR,percentage
cBsJ1021-PENWeD,ckrO3357-GFLDuk,percentage
cSWG5630-jyGOhN,QHRd9437-JZuXEW,percentage
qhsv9260-MVVtzG,PyiF8841-MbFnam,percentage
LXGR0244-SHNfkR,CZbL0805-lUqsXm,percentage
KeRD3531-vfjDpN,jMdV6082-vRToMz,percentage
yNLo5056-BGWLmV,RuQo7986-MPXDWO,percentage
XATa2016-XVGqFa,jGIJ1136-zUGPxt,percentage
TAqE7275-GnXnBE,LJFK8408-AXShcL,percentage
MPer2646-ShwPrq,anPE0662-YMMLrU,percentage
VwQA3388-QlOHMK,chGl4698-AacHKf,percentage
neeg6730-qHmsSg,XVkO3130-rgwdNz,percentage
zGKi1133-YIllKp,MzaI4348-BwBhJJ,percentage
ozMI7473-bTunJN,XBMx3591-vdIGcq,percentage
YGIP9505-rGRmRi,juLY1073-evCmNZ,percentage
AzsL4776-RyjxzZ,cJUX3771-vFLwqZ,percentage
rMcx1861-DnNTKm,vUXe8473-FvwqHc,percentage
iUAb5538-ZAowRw,zqQC7026-dHqkqI,percentage
lkbE9902-XuBlvg,mBjH5394-owhXVi,percentage
RRCl4784-liAHsQ,LiJy0322-skvCAw,percentage
OOSd9575-CKRJFK,YCiH2886-zhNcKF,percentage
ZeJD4566-HZVcEP,oSlA2152-IMKdAX,percentage
ZNBo0604-kaXRiO,lpDr3188-ABfLVO,percentage
fTbg3882-dHVJvf,JKvR2762-ZoLPVp,percentage
FENV1432-rAunrY,gpIO4107-HPeVyI,percentage
kkaQ6041-lGptQy,JlVA3003-WcdWFh,percentage
AoxT5865-axuWML,DjJo9791-ZRdmIO,percentage
GUPS3379-pgEAur,ynmH8764-gOwmQv,percentage
qTQs7693-kKtGYO,JbRv7403-rKLWxP,percentage
kNHe5468-BdWyGi,lLOn4026-lWwqAl,percentage
GzhI8108-aMhinl,nNic5863-PHbRmk,percentage
RZop6462-EhLXzj,pufa0545-HvUuaW,percentage
vkSo9768-kZuAID,MkQQ0769-OdHuLG,percentage
NFlq3522-gcBsIf,xWvE0424-SoulFM,percentage
ylWV6005-bgyOck,Ybye8296-zGMTjM,percentage
Syxn7714-zDjORZ,gnwV4919-ccSEZL,percentage
Dixo1883-hpjaio,sycJ6784-SRcyhR,percentage
iIwp3413-ilsOxu,Pnig2300-gcPlrW,percentage
cuaH5088-YZRiyU,zbLc4101-EZoYbn,percentage
rVNz7366-RBogXN,YmJP0435-yoUnTV,percentage
fwMA2724-BJCRAq,XltN4968-QquSzf,percentage
txWW6050-mZauxR,xdNd5517-GnHPXX,percentage
DpQl1327-XQMAXP,KkVs3760-GPmMpl,percentage
OXtd1820-JIUtzT,GqOJ5176-Jpaabx,percentage
dBtU5610-pCLKpj,VFYb3034-zdtYdS,percentage
KuYq1848-oOFoMc,bUTF4058-lMldpV,percentage
FEGu9401-kFBFVU,cXRt6719-lCIaVx,percentage
jANn4032-shNfQp,sjNh9831-KrBaLK,percentage
gcDu0390-zIYXOl,dZvo1435-jOdhlc,percentage
WnSx7316-zTEqNk,QUsx5981-xDDRRa,percentage
fJWK1634-dYgZnF,kdGc8373-mQiysm,percentage
uLhE0084-UFRowv,MNPm4020-fmcbxo,percentage
gTKd7957-qpTUMA,ZWDw7735-IYkSln,percentage
QPqC4239-ZgwFGc,oJid3015-aBVXrn,percentage
DPpG2922-aBuUBf,TQFv9552-xOXhar,percentage
fHFY7098-YpZvNN,EquV6761-ehCVGV,percentage
MctE2408-NzgSoQ,OtTI4041-NDMgJC,percentage
tOYi5523-ASabcz,UIUg9328-suLKij,percentage
wSmA5728-jYZhPa,lMrl2363-GWXvkq,percentage
pcbL4589-pxrAVn,XiIK2939-LayJMo,percentage
rOny4763-ioLJkt,AaXr9266-GGEWqy,percentage
xuIc7905-AzVCdb,LnqC8558-yaDJTf,percentage
OvpA6696-yKLhkh,XFiX3042-TNjjjF,percentage
Dloi9650-eTbyuj,iNtM2198-KqXAuA,percentage
Muhp5549-SEKrXg,Axvw7908-vQIVjv,percentage
utKZ3537-zvjquv,YWqM7177-GVLZGA,percentage
SASd6641-MopzyW,TxNW7863-sVVgNB,percentage
jGOA6764-avkCbH,Jezj5145-tEUJRo,percentage
QamG9854-FjkAvd,uTHj1301-sCLJlh,percentage
ZyJs3806-qRVCGU,zfYt4696-iJztuf,percentage
ETxl8325-snbHRR,gBoU2195-HfcKWt,percentage
UUcm2648-xgHKbs,FHWE4327-fqYZqf,percentage
dPTn6136-xrdxrX,GKKa9336-NGREKT,percentage
SXQw8539-GePLVF,sNLm8653-tAZEDs,percentage
OUwI3423-HDMyML,edZD0322-yyhxaB,percentage
kvDa6699-LwCYbQ,bArT2693-BVHBuP,percentage
cxXG0867-xalOFg,Xynm9881-HVWeuM,percentage
DOqD2140-jHjKgf,vFwq3820-TqZXin,percentage
LfuL0702-yltndH,NVxn7623-iZAeNX,percentage
vdOP6658-IbBMgs,iECS7904-hVUdwS,percentage
qpLY8482-ThPAnj,qBjH5798-IuRDPR,percentage
MMuC3380-IMGPFw,JqHm6270-sqMjXU,percentage
MWAM8575-FFIzNc,SRvk8172-fzApKa,percentage
TlQk1641-CaLUsi,vHLf2594-lDpOki,percentage
YZwh0880-JDSVhj,eUti5543-oTqbeM,percentage
UyfS0932-nFMXRp,HLpX3698-HIgUeK,percentage
fOjc9574-qSKOyz,wGAv9263-huTQfU,percentage
brTo5901-srzlNX,RAwu2344-YlAGYy,percentage
vOsu4196-OcXULZ,GWCK3325-KdnUjh,percentage
rmoM0069-ghGSZB,nGNl9354-wRKmxn,percentage
kWCN7505-OvxZiG,AKyx2512-szMDsI,percentage
Imww4249-ZbKLLG,XRvF5634-xlOUAI,percentage
FhRq2880-gcdYUK,kNBN8035-FSyBbY,percentage
mZfa6917-LpenJo,eqYI3892-JMIRhD,percentage
mCzn7807-onReQg,AYsi5733-kTNWUR,percentage
DHBp9425-nLAiSy,GeVa0189-fqXkvH,percentage
kmVc7223-rBTuOK,Cuhn4886-VuPJNL,percentage
SUqg0806-TLYMxF,MAtP0664-NOmYta,percentage
cVpC2972-cxbmVb,QAQU2557-IPHtje,percentage
QiTH4436-QhZnyF,AiSD0030-rAtuTL,percentage
qbrr8176-bBYmcD,isZO4596-REVwMK,percentage
thRv7300-IBGwhw,uuDU8034-ADMIXM,percentage
pesQ7026-Orznwo,IYDf1806-gJlZwk,percentage
eRAq7952-infXFS,sGaq7857-toVvGS,percentage
WlnO2279-MzhBvB,iEje5041-bGzjdk,percentage
PfJO5627-KVpbsE,Jjyy6146-WxUAcN,percentage
ENbT4205-cUpuFg,jkLx3954-tmuAmH,percentage
rizN1900-FGzQpu,cBKP4548-BnUkWD,percentage
RnyN7566-RNGqsa,fSih3757-RODOVQ,percentage
oyDB8797-syUTfV,yIgW8533-cBDyWi,percentage
BhIF1407-lkSKKQ,NfVk5485-oEguAJ,percentage
ZjeI1728-HVBEzQ,Jept8387-KgUYIb,percentage
EiQQ3794-TORpVs,WllE3341-YBbFLw,percentage
NRIO8121-HvXcHP,PoLA7716-qgxOSk,percentage
hFfw1116-BJvIPY,DFfb0537-WTwIXU,percentage
qKWn6528-JoAsAA,wqhU4685-iLsoIG,percentage
UhZD8935-AibFhK,vics6706-fRqjQo,percentage
ntyq2399-VkOEqv,OGqF1988-QVqibf,percentage
mHPa5971-MbkrNT,KbnR0739-sFvOsi,percentage
Pcor1499-CjPpXP,eyYf0498-NpSmho,percentage
ouQw3205-HKfJPL,hsPj9889-ApkgXk,percentage
BhHF6042-UUJhwl,spIp4996-bQCCYz,percentage
RaVh4716-LSKRJB,AmBs9193-hyLwJv,percentage
THvU5228-vjoUWa,DkgO5696-YRTBYJ,percentage
XkTX9250-Sjlodu,dthe2858-dzIPOK,percentage
DvSg8404-UlQBoO,Jmsw5843-OnmgtY,percentage
FPKg0611-fQSiQL,uDJz4231-vUZNvf,percentage
BOkp2049-aEjYkg,tSQC2287-GSrphm,percentage
jlwP2979-OcMPaD,rEBE2987-XGAZyO,percentage
clBL4887-FCNbNg,dBjx9709-AKgilQ,percentage
XIgB9925-doIuwF,qbrp7398-BNLExC,percentage
SKsL5312-mPboqB,PJFP4231-NnHtMy,percentage
XTak5991-sJpohg,zjEK1305-gtOgep,percentage
QKCM8414-LKDSrt,AXIc3958-BMZWCA,percentage
ophz1487-PDICKQ,GPrD5660-LFlZsD,percentage
rjOS8657-KYrhVe,cWyQ5521-MMrHRn,percentage
bJIz9654-MbjDob,DPGp8858-fPKdjo,percentage
VeOn5250-cVkNss,ZMoX5008-VPvhDE,percentage
SJQr6646-mCAxfB,lajo6925-CeCYGn,percentage
crVh8190-zqMfqg,SYkn3940-sdctrf,percentage
IbUu1611-TEOxos,Xwta6621-duBfAC,percentage
NpPo5900-yCPnXx,oGSR1131-VroZcs,percentage
cZBt7695-ttvBHV,sPLV8175-JnWWLG,percentage
iLDz2374-KcsjUw,OHwM0148-OLIFAb,percentage
wOQi2072-GdDAKy,NNnj4674-OJxNYE,percentage
pkPb9600-kneSJn,uLKn7587-CwVqzN,percentage
HsKN5153-plhdKw,BEXW2106-rQmAxy,percentage
LjqV0916-fciUGG,ZzKl5664-WmNOQI,percentage
MxlI5101-GeuSVk,PRxz9809-xBzjJC,percentage
SzhW9103-maVyNT,JsYX4198-CHLVjU,percentage
rYfR1665-ksNoZj,GUfa1745-VgNBwX,percentage
TIjy8026-lJUTvW,DsTm2424-uhtjwJ,percentage
MtWO4720-oWunjw,qlJW6132-QUcDPZ,percentage
LkQy7674-WcBDrd,EYoa1595-JYqmRX,percentage
Vilm0452-VVNYFA,lfYL4206-RqrTKQ,percentage
gfcA3021-PMXXGg,WMOD4377-msAkNc,percentage
xowC4059-wXKpzs,rMvx3792-UKQRtF,percentage
rOQR0632-wUpUjT,HRpq2791-PKdWQu,percentage
zEbm0821-nSUoUd,GXwA1746-PIOtfK,percentage
XruC4048-lMDAzr,AneP1098-wnAEIH,percentage
qrft6420-EdBXPm,nshS1948-tMUswS,percentage
luOw1223-iogPqi,YVnr1640-pNfiqS,percentage
gtNP2712-ufULKn,rDLx8536-GNIHTq,percentage
vtoF7369-JDsXBL,dYfZ3223-TKZJac,percentage
PiGL0691-ANzmLN,TLHl0327-JpkZPt,percentage
bMiC6179-gKdfQb,rGMA7649-uhXPKn,percentage
rBSh8278-qYCWoK,tKJR9173-fEeEgp,percentage
FQgY8680-gPuHsF,iTES8310-xOaONb,percentage
kEBF5637-efsxQp,rhGy5507-GpeWiF,percentage
UYGu4099-xvtTPc,fZpB1060-SEfWoa,percentage
pJmd6998-YOcYHm,joYm0694-gjLYbL,percentage
GjLY4520-TpDucS,BqmE9350-BoZRBe,percentage
ewRL0850-BUkjIz,JVSx9117-gRwvTd,percentage
WpXZ6231-PWsDcb,QRGx0643-JfuUqJ,percentage
lXSe0609-SyRgWV,CXBA8567-CHIWAC,percentage
guSs4306-xrIDkd,sGwC7435-EMpjGj,percentage
ULaX7121-cagohP,zkJy9112-zxvfEQ,percentage
PrAc5548-SlLscz,GwZl8292-LbGmcm,percentage
iPbV7627-PvUhas,NMAw7193-fxYAOP,percentage
Ezls5535-eKvlyJ,tFJQ8277-eEBcvm,percentage
rkCW8713-SgtrJr,RHGz3988-PpzZDW,percentage
IMow1507-PTMOWH,rnFP7559-aCXxXk,percentage
FYda6315-zqpucu,wtxH9363-QayNCB,percentage
mmDa9433-SpZpbH,PBBw7905-wOKXrX,percentage
aFSh9788-NxFmNH,fXnP0145-hKAgCR,percentage
dvvz7946-AXZEGL,Uita3711-EOlEEI,percentage
MKaU3392-HfYBds,UdBx8338-AlnweR,percentage
gtMC1569-IfNaJp,OhGn2838-BwlsBY,percentage
Qlhz7997-EAEGhr,RXsP9415-VrbUoZ,percentage
qrLe8267-LgZwRV,jKhJ3873-VsMEKZ,percentage
oThT3359-ADVWwQ,fEwB5052-mXnllq,percentage
ddAf5911-muPgav,aVWb4738-TpYBwl,percentage
QaSu2883-lKjPSE,RXCa2977-kAgJAH,percentage
ynFc0190-JcgtpS,gDpe3854-lCynpr,percentage
zaKa9786-aWBzBR,mZxO2657-mkJEnM,percentage
ClCU1673-MEcRWA,DLny2231-CoDUZY,percentage
nQAz5749-FvdxuE,vPtb1825-YzDvlW,percentage
YPzu9718-fxtORm,wkQu6138-fyVrFX,percentage
Acif0332-NFBtlI,YixT5542-YVbmxw,percentage
esMG8586-BPDYHA,lmPa2887-lGBWJa,percentage
funp7086-swznKI,DtFZ4945-gdLjae,percentage
iOuw4525-tKPdRZ,Vunu8708-ZbEmxY,percentage
bOlQ5970-WWZBan,bAAL2287-OUKbcP,percentage
USyL0420-vKFrpa,zTpL4802-EXutdl,percentage
OyGV4104-YZXcnK,UryR2103-XgkQzt,percentage
qcqV7981-DVwicO,iSQR5175-JEezWt,percentage
XtsC7547-GUcXSu,vxPT5319-qBOuIO,percentage
OZbh9964-rZarZC,eTrd0521-whLKEl,percentage
AHvw1885-SZwjhb,gRZB9557-TYaDwm,percentage
cNZl0950-MegjIV,SRfP7397-kNPsOH,percentage
Fvyg9751-dEEEQz,NNNd7634-bfaoWv,percentage
bMoc9034-LGghzh,wxja1065-SEaMXm,percentage
UVgT2416-zHaYkd,TClV6998-iGgPmm,percentage
QBCD9748-UPIvYr,PgqX5095-YQKwoy,percentage
eQzf6931-IlygkP,zZac7481-KoFghb,percentage
hxSy5780-ATfOwO,izIK5344-QxOAqf,percentage
oPIx8484-tTbbJw,bJgo2579-bBdpeU,percentage
UNLl3918-XFIuTx,TXPt3851-csBxWi,percentage
rOho3753-opJYNx,nqPM8811-dVIUDw,percentage
tQCt6101-jSkukm,ayRH9380-AaJhTk,percentage
bXoy0326-nkRMNn,BkLl5961-BiPFsB,percentage
YJsI6233-pglWHM,TmVY1795-CXYFdi,percentage
IQrS2545-RzIaoN,uaBe1877-sekfTH,percentage
HHIH0606-UkCiRF,oIOX4557-xbAwrZ,percentage
ygxK2414-fsYqur,rLdo2931-owMlGP,percentage
NQTg7054-bNFOhT,Wazz7265-nwIXzF,percentage
iHvG2219-QNAzuX,Ybvn6733-ieAaDC,percentage
ufBu5311-KFXjPm,hHEN4771-gsFqkk,percentage
oEzi9230-LIDVts,FpyU5936-VQlNRM,percentage
SqFM7372-iYmDTo,Jdey8325-hMPJde,percentage
mYme9674-Gjquvs,MVHT4509-bqVoIH,percentage
grnK0069-OevAwt,Yarp6330-UJYAgP,percentage
Nzdd0247-ccnaSX,TndH8486-SmlioI,percentage
VBwo8128-KsZJja,hNTM3004-yymYad,percentage
ARrT8969-JEDTiV,pvsM9495-hqILzv,percentage
eOBz6993-eRYTwW,yCcO3265-TiHMtG,percentage
MZwu5631-ytWWQJ,edwe4893-VqtabX,percentage
YPyT5597-LjCBBe,wbwQ8322-sdgPIC,percentage
GtdH1115-lDuZtT,vyRY9839-RTJsPN,percentage
HIAE8093-SalzPW,pOCU7342-yOsZBN,percentage
vqQf1184-MJuqCq,nwuN1404-gxzGqT,percentage
iWmg3263-GWAtzI,qIkw1114-lZlwhC,percentage
VHMa9526-crkeCu,TrMW3584-OtPgNY,percentage
MzMf8544-IpIbqW,tAdf1237-bBPoBS,percentage
ydug1912-TjIYGn,xRud3121-ahxQII,percentage
AKuA5305-SpbQYE,jOFq8752-cMjwsU,percentage
Lkxl1134-DKKlcA,IaLA7731-RUgKcG,percentage
MhNM7675-sbByMY,fvDn1092-IuCIVQ,percentage
ADBB4000-EYELMy,yXwP6415-fLgcqG,percentage
fcEz6242-GqkXfT,dDBN4642-oHIeUO,percentage
qKiB3706-wDuIog,vUqd0663-xlesot,percentage
egBH5982-aCkbLh,faoo1910-FTAbPb,percentage
gqId2983-audAul,YhyU5988-EbhTCS,percentage
FeaN0070-bDziDZ,TbSX2618-FEdyzX,percentage
neHB9266-OezEpo,BKQf2132-CGwyRE,percentage
eLWY6858-eeRBHm,vVNh0516-vgmeJF,percentage
EzJJ2770-CgnQZy,IMVU8407-CHXzDj,percentage
tnjW7489-hIrODY,bkGE0066-XNibGa,percentage
NxLk7041-ZrXtlh,LaKg4996-ECwGBz,percentage
wqtj8962-JADvOe,ipGp3713-nvfaxV,percentage
dbBJ1543-VNKuKd,rAyK4752-lVOCsr,percentage
LuFK2489-vWCnee,DoVj2636-PHsSOD,percentage
mujX8960-QeXVVR,tLwe4651-UHaaAx,percentage
uIsc2325-aXAsCh,SaDI8945-GnGyPC,percentage
Dfxy9846-zVeqwE,TLhc9075-gHFDwb,percentage
FnWm3212-eObvEI,RoMb3910-SXnfdA,percentage
zHDd5979-sGRdFn,jCtU4249-mYxdaT,percentage
QVdg4151-zeJnDZ,bjwc2485-xeOSKp,percentage
xoLC9513-IxOOkz,yLXa2446-AHAsAZ,percentage
MLgY0343-viTove,TwaF4935-EFcAXB,percentage
maBe6241-ebiRQR,arxq6912-CJYnJO,percentage
zJja1255-hzmvIT,hLfD4364-BBOCka,percentage
QhxZ0642-mxwAvw,KUKa2072-RkYqEX,percentage
tlaY9978-jGFlCQ,NFtH7141-AHGbNI,percentage
wrKT4705-mYvcwg,uzAR6462-QpnSsX,percentage
zeMU4543-TAkBsP,mBJb0478-COqqBN,percentage
iUku9953-LAgeTe,GIcu1133-UEvoNi,percentage
EpEf4058-GKMLRL,TPRS3048-tBkdyD,percentage
TFCf9624-vlmZaq,hdUI3757-qqPVuq,percentage
UQuK2808-tiZYXQ,Ydrq6901-gyEDXZ,percentage
dXaW4024-VWMzvH,nGDM9032-aetYtq,percentage
shoq6115-XzwIVE,GiWW7367-youNmS,percentage
mSJZ0708-tchASL,GtfW5742-AXsWqO,percentage
mLMn7566-SkTVzL,tehs0613-pGBlZf,percentage
DoSR4954-FKWFSN,QpIB1331-VdbPXG,percentage
QPXQ5288-ksUECW,FcVy7965-sQGPNZ,percentage
EghD6604-mybaIq,RoJZ3466-ZIzByP,percentage
RucM4679-jprSVy,XpUB7491-iZyrhk,percentage
EseL9535-XhOiEd,zFte8131-mrbnpq,percentage
oTEv7129-AUBHnc,gZsY9248-qrNWuI,percentage
Lxic7046-xaGsbH,lTHN8854-jMsDmD,percentage
jANi3806-SFpslr,dNjv6752-iexCgv,percentage
jUyt7867-IphRUB,KGjO5598-bAOasd,percentage
Zdrx9529-WkZLwB,UMkq2774-ZOvveS,percentage
qTMQ6071-yAXgib,eEhv3288-UTqPJC,percentage
QMkJ1322-DDVXEs,wsbs0214-HDdEjJ,percentage
VNnZ8747-VGXyYS,upMO4983-tocfXP,percentage
nUBa0342-QYkNrn,yJbg9526-yWghmj,percentage
STHw6932-etvsPc,BnfY4969-psqEUz,percentage
dRmE1900-EWymmI,djcB8593-fRvpkU,percentage
iJUy0606-MxZYHH,nBLD9281-hDlzem,percentage
xzSS7639-AWzIEA,LqFk5126-yuDjcR,percentage
sZWa0646-SBpTHl,EwUP0741-NUYGPt,percentage
GYne0152-IqXnbc,kNaI9484-tabksA,percentage
zYzn1963-uUCYHR,OkoK3462-TkMAxJ,percentage
YsuS6203-XTgJMi,ouGY4174-yxTZiR,percentage
vmbZ8565-yYZQTV,wCOi0164-tmsILS,percentage
jxKm2702-jutALc,uDbX0792-gpieNN,percentage
yRro6786-pbtRpV,cCAd2732-VMIlEq,percentage
xUcY3687-NHCxGb,flQd0134-ZmKOfV,percentage
ggUJ4242-VkyqhR,GPwL9523-eaxgqx,percentage
NhYM2143-zSApcN,AurY6385-hrYxqg,percentage
SqSX5351-XVYRLG,oNPq1313-vwNFPa,percentage
LAqE1894-cksRMp,mMhJ2435-rAliGQ,percentage
MMeb2465-eFsDvn,bwUL9949-tDAhLx,percentage
PDNG9654-EghIHE,tbzJ8733-hffApf,percentage
Uqho3799-qXYnRF,edSE1150-KdWVxQ,percentage
tNiM9443-NPnXXd,bsxM1641-DQSFvG,percentage
CuHW8815-acwhxW,ipBr5253-MAHJWP,percentage
fZwa8979-HlLIam,Mfcg5836-gjieyH,percentage
sOhX8839-QRtffJ,vwOV4570-EwzlOz,percentage
Vqtn2635-PcZzqY,dHmZ7669-hluHbW,percentage
BTON1967-iyjssj,dnEw1270-iXHzrB,percentage
sKQK7302-WhFkRz,oDWO7902-PNDqwu,percentage
Ecvv8212-kHcEjS,pYjH4306-sWWyzq,percentage
bFHJ4865-XXGKBX,AyUH8966-ufWRBm,percentage
xgcu8543-MgHkDw,NrVm9917-DXpLCY,percentage
ClnI0081-HjCetp,mKjj5770-hcvzIW,percentage
fZMk8343-xABlxg,PtFY4263-DVsVte,percentage
DtMj2532-dSdcyp,tPov4845-XSHYAV,percentage
gYNF1375-tiwxOS,IIZD8349-mMCNdB,percentage
QNKe5052-uhNTkm,eavx7118-WWjuNV,percentage
kQeQ6694-EKaUqm,etlS4698-HZtghK,percentage
snCG9512-PGqokQ,kWhy1167-MgGlPF,percentage
CunR3367-SfjcYM,saXl9087-RAIDUI,percentage
YcQD7075-hMBWoh,dyPv5455-pNUYlc,percentage
jnKE6928-wrQwNJ,BNyF5736-ORQIDU,percentage
euid0464-iKQCBX,DDru3609-NzVRtG,percentage
vwQi1836-fHTOkJ,gQUn5866-rmkIEu,percentage
Fjlk7841-LbYIst,itqb5029-oVGafy,percentage
xfbX0516-hUIasi,qsDX2814-Fqcnbk,percentage
ABjA1171-ZEkvlF,FRUJ7757-upVkxm,percentage
jCXw8895-wUSFOn,OApK0409-CHoyKa,percentage
rJmw5526-AlFJhq,mMyw7491-aBHwmD,percentage
ElBc0876-NpPtrS,DMwk5931-TGrWrp,percentage
ahRh9424-aQulWM,yLlR5583-lQubEj,percentage
kPDp1323-mnXjak,jgTW5696-NfBJeO,percentage
EbeN2531-mEnYfe,gmwF9979-vyhCMb,percentage
yNPe9268-vXUMxH,aYIf7384-wtpZTI,percentage
DDEC0016-smwtnX,OCJi3342-QuZWiq,percentage
kmJR7568-rZzSQG,ewnd2078-JufFmM,percentage
CzYx5967-tlZWaQ,QuLH7318-CRNrhx,percentage
lmEU8404-owKPVL,AGdh6585-zBMZsB,percentage
ygbr0076-OfmhyM,qdAF3939-KTaNyN,percentage
ewWN2923-cjuQOr,LhhG6247-MoWydX,percentage
InnB4481-otKaTy,jHiJ1973-rNMMVv,percentage
fGhs1253-Hiphyt,xsje4357-KaKWaM,percentage
FyEB5823-mmeGGq,YtYn5470-JtSOGb,percentage
xrsa9948-LWZqWL,fhLV1401-VCPKWB,percentage
XjNG0669-fTqbNe,uIqm0136-TqmtMl,percentage
Vqwo9055-gklBsQ,nbNE5411-enhDaG,percentage
XrPN9804-lVLdsg,AJVL5340-IjFIZP,percentage
YPPG6683-BEoHak,NzUq8643-umtODh,percentage
ZeYb8672-QwuKYa,mryI2749-MXMpwP,percentage
sEnn9913-vAKOhk,VYsp6412-RAeKWU,percentage
YdZY7525-HgehGJ,SEIb1865-SIIInM,percentage
QwOm9700-XqjOWf,bFNa5240-WzFwZx,percentage
aOQd5423-OGjOGg,NLVY0814-WfyRXL,percentage
vLYo3399-zYJbQc,gdgS7881-rYzONS,percentage
jPiK9153-XnsrLS,Anmt2594-MrgZeN,percentage
VTHG5530-oxwWYA,eayM8164-yCYJXo,percentage
tkvC6691-rACzIp,sERv6283-dekiqp,percentage
Jhpv8673-xgJwbz,BVys0637-vLxDiS,percentage
HvgR9968-HjzeLX,UlWF4581-LiCUht,percentage
wChH8996-TVpmFV,DOEu2778-uUkawP,percentage
fNwM9932-kuoYhO,vdGB4589-KPvczv,percentage
dLuR0413-PDasIK,sDak5645-Ndasqk,percentage
cbHd8077-AHlrJC,GyAL8191-JEEFdQ,percentage
yvay6357-vAtaRU,tJLm1484-rZPAZQ,percentage
DdBf2519-VcpCaG,NpqV1179-rkJlWU,percentage
GKrm5022-GLavgC,nErF5046-ULZMlv,percentage
YgOp2250-QTJHcj,sopz4913-Bagmqy,percentage
cBnT4118-cGfysX,OWdi7317-RGuGUP,percentage
OXeG9121-ERNzNx,BZFj6732-KtktHw,percentage
jQgy3984-FsMSau,jZWQ1386-DRmBBy,percentage
ILud4767-XSodvs,RpkH5693-mnlBWk,percentage
xHky0144-RbKfkd,ugnR6922-qOUlVw,percentage
zcUw4701-xdKVya,UWFg7471-VfFyVj,percentage
DWxp6944-pWqtpw,ISdt4500-FWcHcJ,percentage
gwLE7398-zrHFxL,FYMz2864-KQdben,percentage
aoOW5123-yXgULz,GaHA7685-LZYwDp,percentage
bWAk4534-HNMjXE,hqmR5999-aTvrLE,percentage
KvBP7776-ccHwAK,jJEU9192-uSUauU,percentage
jvdv7323-NLSseU,nybk1284-zbKbTR,percentage
fQJi5926-MDuUdr,wjeC1780-hvqUgD,percentage
pZWl2471-dzjdHK,vHff9191-NWMDze,percentage
DvHx8850-SGIiyp,QUJr8004-iLENsf,percentage
UwlL0651-PlcwmJ,gZgh4796-IQxiJK,percentage
osBk7067-vdPyuK,OxkV8499-XYeLNB,percentage
hspJ3994-iIzyHc,IdZv4324-uSgsQs,percentage
Tzeo7181-fZsGWB,fyrf1598-NyjREv,percentage
SqIs1746-bprpGU,cRaF7989-xqixzA,percentage
zWZs7871-ncYDRu,gsdp7924-yUYsiu,percentage
Dsjt7316-kghWUz,EaBE4908-QTqZOb,percentage
yHst1676-hRjsNN,hxOU3214-YMQVLr,percentage
bdgA0549-iZfZij,gtbf1985-VvZqnO,percentage
pQCD1970-EFrJKk,hqCL5994-iHwCGV,percentage
cXbP2978-yNZmBd,MfXj3358-ykZgHF,percentage
vcFF0167-xoGqlO,Lujp5934-PPrgmC,percentage
BMSg6802-kmTDQi,YKKp5977-rVscZO,percentage
uBrJ3673-UXJwph,xtDM8145-sDvVCT,percentage
PKdc5188-jeeWzP,lAVK1380-EEKYaO,percentage
tmXz9577-ROGssn,HTUD0282-EfQJgY,percentage
oWBM7359-NBjrvR,kQNS6327-yeWXKY,percentage
hJXm2120-NiDrGp,nMzz7802-EBPwHO,percentage
QnMU6543-kXgZvU,eNdQ9425-UsfTeo,percentage
kMmE6059-CdLFSR,NAcy8237-UbvRCa,percentage
tlMm9179-LLiLqz,llIZ4512-wwvsWD,percentage
ssgh2844-fNKVft,xUNK0600-UFXhZv,percentage
XoLe3027-UbKVXZ,LWkR5071-oBWSrD,percentage
czVV4539-XoGtgU,xJaT4899-ebbPQE,percentage
QQBp4465-VWqpRW,iQjS9560-IqcfqJ,percentage
kLzM8246-rwwnNT,IiSz0413-KwfDhA,percentage
gLmR8158-zTdDkT,fZvA4680-SMplpw,percentage
yrpC2054-chFMSw,AvPA1359-kRKdDJ,percentage
Vukp6134-YNOSjd,KmtH9679-ROlHgR,percentage
gqTj0733-raqcSn,zoAB3661-oChyGN,percentage
KlxV3614-vGdKpN,jmVX4731-rOcMWT,percentage
GohG9924-nObvhw,xWtd4467-BEstMz,percentage
TSjP7919-JgapOD,xrcg4251-cVPaQe,percentage
BhwE7298-cvQczl,DBYK2210-JmeuSJ,percentage
